case_id,cell_type,source_section,source_excel_row,reference_label,intervention,mapping_status,assay_comparable,input_ids_json,silence_ids_json,readout_ids_json,reviewer_1,reviewer_2,review_decision,notes
shiu_table3_row_017,fudog,mn9_optogenetic_activation,17,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_018,aDT6,mn9_optogenetic_activation,18,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_019,aSG1,mn9_optogenetic_activation,19,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_020,aSG7,mn9_optogenetic_activation,20,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_021,amulet,mn9_optogenetic_activation,21,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_022,asteroid,mn9_optogenetic_activation,22,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_023,bamboo,mn9_optogenetic_activation,23,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_024,basket,mn9_optogenetic_activation,24,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_025,bluebell,mn9_optogenetic_activation,25,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_026,bobber,mn9_optogenetic_activation,26,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_027,box,mn9_optogenetic_activation,27,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_028,bridle,mn9_optogenetic_activation,28,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_029,brontosaraus,mn9_optogenetic_activation,29,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_030,broom,mn9_optogenetic_activation,30,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_031,buddy,mn9_optogenetic_activation,31,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_032,coy,mn9_optogenetic_activation,32,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_033,crab,mn9_optogenetic_activation,33,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_034,cradle,mn9_optogenetic_activation,34,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_035,damsel,mn9_optogenetic_activation,35,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_036,doublescoop,mn9_optogenetic_activation,36,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_037,earmuff,mn9_optogenetic_activation,37,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_038,eiffel,mn9_optogenetic_activation,38,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_039,fluff,mn9_optogenetic_activation,39,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_040,foxglove,mn9_optogenetic_activation,40,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_041,gallinule,mn9_optogenetic_activation,41,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_042,gazebo,mn9_optogenetic_activation,42,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_043,genie,mn9_optogenetic_activation,43,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_044,gnome,mn9_optogenetic_activation,44,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_045,good_dog,mn9_optogenetic_activation,45,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_046,gumdrop,mn9_optogenetic_activation,46,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_047,handle,mn9_optogenetic_activation,47,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_048,handup,mn9_optogenetic_activation,48,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_049,haystack,mn9_optogenetic_activation,49,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_050,horn,mn9_optogenetic_activation,50,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_051,horntail,mn9_optogenetic_activation,51,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_052,horseshoe,mn9_optogenetic_activation,52,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_053,hound,mn9_optogenetic_activation,53,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_054,hyacinth,mn9_optogenetic_activation,54,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_055,justice,mn9_optogenetic_activation,55,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_056,kelp,mn9_optogenetic_activation,56,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_057,knees,mn9_optogenetic_activation,57,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_058,kokopelli,mn9_optogenetic_activation,58,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_059,landslide,mn9_optogenetic_activation,59,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_060,lion,mn9_optogenetic_activation,60,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_061,mandala,mn9_optogenetic_activation,61,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_062,marge,mn9_optogenetic_activation,62,positive,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_063,meteor,mn9_optogenetic_activation,63,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_064,mime,mn9_optogenetic_activation,64,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_065,moor,mn9_optogenetic_activation,65,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_066,mothership,mn9_optogenetic_activation,66,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_067,mute,mn9_optogenetic_activation,67,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_068,nagini,mn9_optogenetic_activation,68,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_069,nori,mn9_optogenetic_activation,69,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_070,oink,mn9_optogenetic_activation,70,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_071,OinkT,mn9_optogenetic_activation,71,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_072,oval,mn9_optogenetic_activation,72,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_073,pSG1,mn9_optogenetic_activation,73,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_074,peacock,mn9_optogenetic_activation,74,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_075,peafowl,mn9_optogenetic_activation,75,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_076,peahen,mn9_optogenetic_activation,76,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_077,phantom,mn9_optogenetic_activation,77,positive,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_078,planter,mn9_optogenetic_activation,78,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_079,pleco,mn9_optogenetic_activation,79,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_080,pringle,mn9_optogenetic_activation,80,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_081,puddle,mn9_optogenetic_activation,81,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_082,rocket,mn9_optogenetic_activation,82,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_083,rose,mn9_optogenetic_activation,83,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_084,ruby,mn9_optogenetic_activation,84,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_085,Salivary_MN13,mn9_optogenetic_activation,85,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_086,shark,mn9_optogenetic_activation,86,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_087,snake,mn9_optogenetic_activation,87,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_088,spirit,mn9_optogenetic_activation,88,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_089,spray,mn9_optogenetic_activation,89,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_090,sullivan,mn9_optogenetic_activation,90,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_091,sundrop,mn9_optogenetic_activation,91,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_092,tentacular,mn9_optogenetic_activation,92,positive,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_093,tinctoria,mn9_optogenetic_activation,93,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_094,tophat,mn9_optogenetic_activation,94,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_095,TPN4,mn9_optogenetic_activation,95,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_096,trident,mn9_optogenetic_activation,96,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_097,trogon,mn9_optogenetic_activation,97,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_098,trumpet,mn9_optogenetic_activation,98,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_099,tulip,mn9_optogenetic_activation,99,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_100,tundra,mn9_optogenetic_activation,100,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_101,turner,mn9_optogenetic_activation,101,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_102,twirl,mn9_optogenetic_activation,102,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_103,usnea,mn9_optogenetic_activation,103,positive,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_104,wafflecone,mn9_optogenetic_activation,104,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_105,weaver,mn9_optogenetic_activation,105,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_106,web,mn9_optogenetic_activation,106,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
shiu_table3_row_107,whisker,mn9_optogenetic_activation,107,negative,activation,PENDING,PENDING,[],[],[],,,PENDING,Fill only from source-grounded FlyWire-630 evidence; do not infer from cell_type name.
